WKT,fid,u,v,osmid,name,highway,oneway,reversed,length,lanes,ref,access,service,maxspeed,bridge,junction,tunnel,area,width,split_CYD
"LINESTRING (-81.9453657 26.5087643,-81.9453536 26.5084487)",218627,7116146947,7116146946,761645707,,service,False,True,35.114,,,,,,,,,,,20.666666666666668
"LINESTRING (-81.9453657 26.5087643,-81.945267 26.508767,-81.9450559 26.5087676)",218628,7116146947,7116146951,11048160,Chitwood Drive,service,False,False,30.832,,,,,,,,,,,20.666666666666668
"LINESTRING (-81.9450559 26.5087676,-81.944893 26.508768)",218629,7116146951,98501600,11048160,Chitwood Drive,service,False,False,16.209,,,,,,,,,,,60.666666666666664
"LINESTRING (-81.9450559 26.5087676,-81.945267 26.508767,-81.9453657 26.5087643)",218630,7116146951,7116146947,11048160,Chitwood Drive,service,False,True,30.832,,,,,,,,,,,20.666666666666668
"LINESTRING (-81.9450559 26.5087676,-81.9450448 26.5084975,-81.9450504 26.5084726,-81.9450656 26.5084577,-81.9453536 26.5084487)",218631,7116146951,7116146946,761645708,,service,False,True,63.796,,,,,,,,,,,0.0
"LINESTRING (-81.9453964 26.5071219,-81.9457949 26.5071129)",218632,7116146952,7565048172,11033934,Marshwood Lane,service,False,False,39.666,,,,,,,,,,,8.333333333333334
"LINESTRING (-81.9453964 26.5071219,-81.9452463 26.5071233)",218633,7116146952,7116146959,11033934,Marshwood Lane,service,False,True,14.937,,,,,,,,,,,0.0
"LINESTRING (-81.9453964 26.5071219,-81.9454066 26.5078628,-81.9453968 26.5078893,-81.9453737 26.5079003,-81.945266 26.5078996,-81.9452528 26.5078856)",218634,7116146952,7116146957,761645709,,service,False,False,100.853,,,,,,,,,,,0.0
"LINESTRING (-81.9452528 26.5078856,-81.9452495 26.5078606,-81.9452463 26.5071233)",218635,7116146957,7116146959,761645709,,service,False,False,84.784,,,,,,,,,,,0.0
"LINESTRING (-81.9452528 26.5078856,-81.945266 26.5078996,-81.9453737 26.5079003,-81.9453968 26.5078893,-81.9454066 26.5078628,-81.9453964 26.5071219)",218636,7116146957,7116146952,761645709,,service,False,True,100.853,,,,,,,,,,,0.0
"LINESTRING (-81.9452528 26.5078856,-81.9451837 26.5079094,-81.9451104 26.5079148,-81.9448091 26.5079461)",218637,7116146957,8793988975,949919791,,service,False,False,44.868,,,,,,,,,,,2.6666666666666665
"LINESTRING (-81.9452463 26.5071233,-81.9453964 26.5071219)",218638,7116146959,7116146952,11033934,Marshwood Lane,service,False,False,14.937,,,,,,,,,,,0.0
"LINESTRING (-81.9452463 26.5071233,-81.94479 26.5071215)",218639,7116146959,98188713,11033934,Marshwood Lane,service,False,True,45.405,,,,,,,,,,,8.333333333333334
"LINESTRING (-81.9452463 26.5071233,-81.9452495 26.5078606,-81.9452528 26.5078856)",218640,7116146959,7116146957,761645709,,service,False,True,84.784,,,,,,,,,,,0.0
"LINESTRING (-81.9509521 26.4649863,-81.950875 26.464913)",218653,7116525259,98409195,11038746,Buttonwood Drive,residential,False,True,11.195,,,,,,,,,,,348.1666666666667
"LINESTRING (-81.9509521 26.4649863,-81.9508415 26.4650792)",218654,7116525259,7116525260,761690743,,service,False,False,15.097,,,,,,,,,,,93.0
"LINESTRING (-81.9509521 26.4649863,-81.950997 26.465029,-81.95113 26.465139,-81.95119 26.465184,-81.951319 26.465262,-81.9513703 26.4652919,-81.9514863 26.4653742)",218655,7116525259,98304359,11038746,Buttonwood Drive,residential,False,False,68.661,,,,,,,,,,,91.04166666666667
"LINESTRING (-81.9508415 26.4650792,-81.9509521 26.4649863)",218656,7116525260,7116525259,761690743,,service,False,True,15.097,,,,,,,,,,,93.0
"LINESTRING (-81.9508415 26.4650792,-81.9507215 26.4649726,-81.950485 26.464822,-81.9503667 26.4647578,-81.9501784 26.4646743,-81.949876 26.4644991)",218657,7116525260,7116525265,761690743,,service,False,False,116.262,,,,,,,,,,,61.83333333333333
"LINESTRING (-81.9508415 26.4650792,-81.950949 26.4652038,-81.9511517 26.4653476,-81.9512537 26.4654134)",218658,7116525260,7116525267,761690744,,service,False,False,55.766,,,,,,,,,,,66.33333333333333
"LINESTRING (-81.949876 26.4644991,-81.9501784 26.4646743,-81.9503667 26.4647578,-81.950485 26.464822,-81.9507215 26.4649726,-81.9508415 26.4650792)",218659,7116525265,7116525260,761690743,,service,False,True,116.262,,,,,,,,,,,61.83333333333333
"LINESTRING (-81.9512537 26.4654134,-81.9511517 26.4653476,-81.950949 26.4652038,-81.9508415 26.4650792)",218660,7116525267,7116525260,761690744,,service,False,True,55.766,,,,,,,,,,,66.33333333333333
"LINESTRING (-81.9737087 26.4993412,-81.973999 26.499327,-81.974166 26.499327,-81.974315 26.4993262)",218753,7127265788,98262584,11028150,Coral Drive,residential,False,False,60.379,,,,,,,,,,,159.0
"LINESTRING (-81.9737087 26.4993412,-81.973671 26.499343,-81.97333 26.499354,-81.973088 26.499353,-81.9727146 26.4993617)",218754,7127265788,7127266594,11028150,Coral Drive,residential,False,True,98.966,,,,,,,,,,,131.0
"LINESTRING (-81.9737087 26.4993412,-81.9737016 26.4993991,-81.9736896 26.4994419,-81.9736722 26.499477,-81.9736556 26.4995185)",218755,7127265788,7127265792,762753032,,service,False,False,20.555,,,private,driveway,,,,,,,179.5
"LINESTRING (-81.9736556 26.4995185,-81.9736722 26.499477,-81.9736896 26.4994419,-81.9737016 26.4993991,-81.9737087 26.4993412)",218756,7127265792,7127265788,762753032,,service,False,True,20.555,,,private,driveway,,,,,,,179.5
"LINESTRING (-81.9727146 26.4993617,-81.973088 26.499353,-81.97333 26.499354,-81.973671 26.499343,-81.9737087 26.4993412)",218757,7127266594,7127265788,11028150,Coral Drive,residential,False,False,98.966,,,,,,,,,,,131.0
"LINESTRING (-81.9727146 26.4993617,-81.97201 26.499378,-81.971844 26.499374)",218758,7127266594,98189030,11028150,Coral Drive,residential,False,True,86.665,,,,,,,,,,,231.83333333333334
"LINESTRING (-81.9727146 26.4993617,-81.9727441 26.4994543,-81.9727669 26.4995364,-81.9727747 26.499612,-81.9727741 26.4997215,-81.9727541 26.4998483)",218759,7127266594,7127266599,762753426,,service,False,False,54.971,,,private,driveway,,,,,,,64.0
"LINESTRING (-81.9727541 26.4998483,-81.9727024 26.500019,-81.972659 26.5000279,-81.9726068 26.5000055,-81.9725956 26.4999563,-81.9726568 26.4998916,-81.9727541 26.4998483)",218760,7127266599,7127266599,762753426,,service,False,False,55.681,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9727541 26.4998483,-81.9726568 26.4998916,-81.9725956 26.4999563,-81.9726068 26.5000055,-81.972659 26.5000279,-81.9727024 26.500019,-81.9727541 26.4998483)",218761,7127266599,7127266599,762753426,,service,False,True,55.681,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9727541 26.4998483,-81.9727741 26.4997215,-81.9727747 26.499612,-81.9727669 26.4995364,-81.9727441 26.4994543,-81.9727146 26.4993617)",218762,7127266599,7127266594,762753426,,service,False,True,54.971,,,private,driveway,,,,,,,64.0
"LINESTRING (-81.951398 26.5088007,-81.951259 26.508804)",218767,7127602459,98217389,11024239,Kelly Road,tertiary,False,False,13.836,2,,,,35 mph,,,,,,87.66666666666667
"LINESTRING (-81.951398 26.5088007,-81.951686 26.508794,-81.952135 26.508783)",218768,7127602459,98217384,11024239,Kelly Road,tertiary,False,True,73.361,2,,,,35 mph,,,,,,150.0
"LINESTRING (-81.951398 26.5088007,-81.9513764 26.5089186,-81.9513259 26.5089621,-81.9508909 26.5089551,-81.9508132 26.508903,-81.9507823 26.5088132)",218769,7127602459,7127602464,762778296,,service,False,False,83.66,,,,,,,,,,,152.33333333333334
"LINESTRING (-81.9507823 26.5088132,-81.951259 26.508804)",218770,7127602464,98217389,11024239,Kelly Road,tertiary,False,True,47.445,2,,,,35 mph,,,,,,112.33333333333333
"LINESTRING (-81.9507823 26.5088132,-81.949696 26.508834,-81.948221 26.508854)",218771,7127602464,98217393,11024239,Kelly Road,tertiary,False,False,254.903,2,,,,35 mph,,,,,,88.5
"LINESTRING (-81.9507823 26.5088132,-81.9508132 26.508903,-81.9508909 26.5089551,-81.9513259 26.5089621,-81.9513764 26.5089186,-81.951398 26.5088007)",218772,7127602464,7127602459,762778296,,service,False,True,83.66,,,,,,,,,,,152.33333333333334
"LINESTRING (-81.9362915 26.4930532,-81.9365069 26.49305)",218773,7128147227,8775835114,11035410,Summerlin Square Drive,residential,False,False,21.439,,,,,,,,,,,12.833333333333334
"LINESTRING (-81.9362915 26.4930532,-81.9360525 26.4930568)",218774,7128147227,7013602404,11035410,Summerlin Square Drive,residential,False,True,23.788,,,,,,,,,,,39.833333333333336
"LINESTRING (-81.9362915 26.4930532,-81.9363017 26.4931913,-81.9363231 26.4932346)",218775,7128147227,7128147234,762833948,,service,False,False,20.655,,,,,,,,,,,12.833333333333334
"LINESTRING (-81.9359837 26.4936303,-81.9363592 26.4936137,-81.9363812 26.4935713,-81.9363812 26.4933503,-81.9363474 26.4932836,-81.9363231 26.4932346)",218776,7128147233,7128147234,762833948,,service,False,True,81.292,,,,,,,,,,,0.0
"LINESTRING (-81.9363231 26.4932346,-81.9363474 26.4932836,-81.9363812 26.4933503,-81.9363812 26.4935713,-81.9363592 26.4936137,-81.9359837 26.4936303)",218777,7128147234,7128147233,762833948,,service,False,False,81.292,,,,,,,,,,,0.0
"LINESTRING (-81.9363231 26.4932346,-81.9363017 26.4931913,-81.9362915 26.4930532)",218778,7128147234,7128147227,762833948,,service,False,True,20.655,,,,,,,,,,,12.833333333333334
"LINESTRING (-81.9363231 26.4932346,-81.9362763 26.4932307,-81.9360294 26.4932337)",218779,7128147234,7128147236,762833949,,service,False,False,29.251,,,,,,,,,,,12.0
"LINESTRING (-81.9360294 26.4932337,-81.9362763 26.4932307,-81.9363231 26.4932346)",218780,7128147236,7128147234,762833949,,service,False,True,29.251,,,,,,,,,,,12.0
"LINESTRING (-81.9551272 26.5099639,-81.955056 26.5099348)",218781,7131061376,8288430272,763115753,,service,False,True,7.789,,,,,,,,,,,0.0
"LINESTRING (-81.9683615 26.504879,-81.969278 26.504857)",218782,7131173916,98069124,11011480,Cook Road,residential,False,False,91.232,,,,,,,,,,,447.83333333333337
"LINESTRING (-81.9683615 26.504879,-81.968114 26.504885,-81.967903 26.50489)",218783,7131173916,98069121,11011480,Cook Road,residential,False,True,45.641,,,,,,,,,,,101.16666666666667
"LINESTRING (-81.9683615 26.504879,-81.968365 26.50482,-81.9683903 26.5047357,-81.9684615 26.504674,-81.9684799 26.5046144,-81.9684673 26.504528,-81.9684362 26.5044622,-81.9683857 26.5043593,-81.968334 26.5043131,-81.9682673 26.5043017,-81.9681685 26.5042987,-81.9678929 26.5043008)",218784,7131173916,7131173927,763128798,,service,False,False,114.434,,,,,,,,,,,148.0
"LINESTRING (-81.9678929 26.5043008,-81.9678849 26.5038653)",218785,7131173927,7011541942,84968509,John Morris Road,tertiary,False,False,48.432,2,,,,,,,,,,170.83333333333334
"LINESTRING (-81.9678929 26.5043008,-81.967895 26.504415)",218786,7131173927,98193574,84968509,John Morris Road,tertiary,False,True,12.7,2,,,,,,,,,,88.0
"LINESTRING (-81.9678929 26.5043008,-81.9681685 26.5042987,-81.9682673 26.5043017,-81.968334 26.5043131,-81.9683857 26.5043593,-81.9684362 26.5044622,-81.9684673 26.504528,-81.9684799 26.5046144,-81.9684615 26.504674,-81.9683903 26.5047357,-81.968365 26.50482,-81.9683615 26.504879)",218787,7131173927,7131173916,763128798,,service,False,True,114.434,,,,,,,,,,,148.0
"LINESTRING (-81.9546782 26.4638876,-81.9545113 26.4638686,-81.9541506 26.4640321,-81.9540941 26.4640677)",218788,7132571085,98214653,763298083,,service,False,True,63.872,,,private,driveway,,,,,,,49.833333333333336
"LINESTRING (-81.9541324 26.4638597,-81.954128 26.463875,-81.954097 26.463951)",218789,7132571086,98214651,168027411,San Carlos Drive,residential,False,False,10.754,,,,,,,,,,,439.5
"LINESTRING (-81.9541324 26.4638597,-81.954168 26.463735,-81.954183 26.463657,-81.954187 26.463588,-81.954184 26.463519,-81.954171 26.463434,-81.954036 26.462914,-81.953975 26.462694,-81.953846 26.462011)",218790,7132571086,98214634,168027411,San Carlos Drive,residential,False,True,209.606,,,,,,,,,,,794.3333333333333
"LINESTRING (-81.9541324 26.4638597,-81.9542375 26.4638821,-81.9542642 26.4638867,-81.9542927 26.4638848,-81.9543194 26.4638802,-81.9543512 26.4638703,-81.9546093 26.4637514,-81.9546373 26.4637332,-81.9546811 26.4636872)",218791,7132571086,7132571094,763298084,,service,False,False,61.423,,,private,driveway,,,,,,,455.8333333333333
"LINESTRING (-81.9546811 26.4636872,-81.9546373 26.4637332,-81.9546093 26.4637514,-81.9543512 26.4638703,-81.9543194 26.4638802,-81.9542927 26.4638848,-81.9542642 26.4638867,-81.9542375 26.4638821,-81.9541324 26.4638597)",218792,7132571094,7132571086,763298084,,service,False,True,61.423,,,private,driveway,,,,,,,455.8333333333333
"LINESTRING (-81.9546928 26.464486,-81.9547416 26.4644428,-81.9550979 26.464268)",218793,7132571095,7132571097,763298085,,service,False,False,47.276,,,private,driveway,,,,,,,226.5
"LINESTRING (-81.9546928 26.464486,-81.9548149 26.4645655,-81.954934 26.464684,-81.954992 26.464745,-81.955044 26.46481,-81.955087 26.464881,-81.9551728 26.4650561,-81.9553021 26.465325)",218794,7132571095,8900391079,776912761,San Carlos Drive,residential,False,False,113.346,,,,,,,,,,,509.5
"LINESTRING (-81.9546928 26.464486,-81.9546604 26.4644649,-81.9544558 26.4643676,-81.9543582 26.4643361)",218795,7132571095,98214660,776912761,San Carlos Drive,residential,False,True,37.378,,,,,,,,,,,432.1666666666667
"LINESTRING (-81.9550979 26.464268,-81.9547416 26.4644428,-81.9546928 26.464486)",218796,7132571097,7132571095,763298085,,service,False,True,47.276,,,private,driveway,,,,,,,226.5
"LINESTRING (-81.9398633 26.5154915,-81.9399646 26.5153902)",218809,7134931212,7134931213,763544599,,service,False,False,15.115,,,,,,,,,,,0.0
"LINESTRING (-81.9398633 26.5154915,-81.9399404 26.5155605,-81.9400799 26.5158593)",218810,7134931212,1583988156,144916950,Ocean Walk Lane,residential,False,False,46.858,,,,,,,,,,,0.0
"LINESTRING (-81.9398633 26.5154915,-81.939695 26.5153325,-81.9396118 26.5152221,-81.9396032 26.5151414,-81.9396252 26.5150901,-81.9397339 26.5149593,-81.9397459 26.5149041,-81.9397339 26.5147704,-81.9397303 26.5147426)",218811,7134931212,1873518152,"[176870366, 144916950]","['Ocean Walk Lane', 'Ocean Walk Circle']",residential,False,"[False, True]",96.687,,,,,,,,,,,1.1666666666666667
"LINESTRING (-81.9399646 26.5153902,-81.9398633 26.5154915)",218812,7134931213,7134931212,763544599,,service,False,True,15.115,,,,,,,,,,,0.0
"LINESTRING (-81.9399646 26.5153902,-81.9400135 26.5154375,-81.9401788 26.5152908,-81.9400849 26.5152021,-81.939921 26.5153429,-81.9399646 26.5153902)",218813,7134931213,7134931213,763544599,,service,False,False,73.341,,,,,,,,,,,0.0
"LINESTRING (-81.9399646 26.5153902,-81.939921 26.5153429,-81.9400849 26.5152021,-81.9401788 26.5152908,-81.9400135 26.5154375,-81.9399646 26.5153902)",218814,7134931213,7134931213,763544599,,service,False,True,73.341,,,,,,,,,,,0.0
"LINESTRING (-81.9433569 26.496653,-81.943372 26.4972101)",218819,7138232083,7844990173,86846344,San Carlos Boulevard,secondary,False,False,61.965,2,FL 865,,,45 mph,,,,,,15.333333333333334
"LINESTRING (-81.9433569 26.496653,-81.943347 26.496287)",218820,7138232083,98409296,86846344,San Carlos Boulevard,secondary,False,True,40.709,2,FL 865,,,45 mph,,,,,,15.333333333333334
"LINESTRING (-81.9433569 26.496653,-81.9434993 26.4966552,-81.9443766 26.4966421)",218821,7138232083,7138266885,764068488,,service,False,False,101.49,,,,,,,,,,,15.333333333333334
"LINESTRING (-81.9443766 26.4966421,-81.9444775 26.4967562,-81.945046 26.496749,-81.945098 26.4967007,-81.945116 26.4966559,-81.9451241 26.4966129,-81.945054 26.4965502,-81.9445115 26.496552,-81.9443766 26.4966421)",218822,7138266885,7138266885,764068488,,service,False,False,170.962,,,,,,,,,,,0.0
"LINESTRING (-81.9443766 26.4966421,-81.9445115 26.496552,-81.945054 26.4965502,-81.9451241 26.4966129,-81.945116 26.4966559,-81.945098 26.4967007,-81.945046 26.496749,-81.9444775 26.4967562,-81.9443766 26.4966421)",218823,7138266885,7138266885,764068488,,service,False,True,170.962,,,,,,,,,,,0.0
"LINESTRING (-81.9443766 26.4966421,-81.9434993 26.4966552,-81.9433569 26.496653)",218824,7138266885,7138232083,764068488,,service,False,True,101.49,,,,,,,,,,,15.333333333333334
"LINESTRING (-81.9259739 26.518341,-81.9265999 26.5183352)",218825,7138380462,98287440,134809171,Gladiolus Drive,primary,True,False,62.288,2,CR 865,,,,,,,,,216.9
"LINESTRING (-81.9259739 26.518341,-81.9259748 26.5184045,-81.9259902 26.5187801)",218826,7138380462,7138380464,764084635,,service,False,False,48.854,,,private,driveway,,,,,,,119.0
"LINESTRING (-81.9259902 26.5187801,-81.9259748 26.5184045,-81.9259739 26.518341)",218827,7138380464,7138380462,764084635,,service,False,True,48.854,,,private,driveway,,,,,,,119.0
"LINESTRING (-81.9456032 26.4833685,-81.9454182 26.4834741)",218828,7138479141,3787001589,159607670,San Carlos Boulevard,secondary,False,False,21.838,4,FL 865,,,45 mph,,,,,,0.0
"LINESTRING (-81.9456032 26.4833685,-81.9460327 26.4831232)",218829,7138479141,8794052340,159607670,San Carlos Boulevard,secondary,False,True,50.708,4,FL 865,,,45 mph,,,,,,0.0
"LINESTRING (-81.9456032 26.4833685,-81.9455411 26.4832571,-81.9453784 26.4829964)",218830,7138479141,7138479143,764094960,,service,False,False,47.048,,,,,,,,,,,0.0
"LINESTRING (-81.9453784 26.4829964,-81.9455411 26.4832571,-81.9456032 26.4833685)",218831,7138479143,7138479141,764094960,,service,False,True,47.048,,,,,,,,,,,0.0
"LINESTRING (-81.9324751 26.4900678,-81.9326162 26.4900754,-81.9327901 26.4900367,-81.9333462 26.4900492)",218832,7138524052,6769131881,764101250,,service,False,True,87.263,,,,,,,,,,,131.0
"LINESTRING (-81.9739653 26.5159796,-81.9739301 26.5159933,-81.9738905 26.5160272,-81.9738805 26.5160699,-81.9738886 26.5160885,-81.9739193 26.516103,-81.9739671 26.5161054,-81.9739869 26.5160909,-81.9739932 26.5160497,-81.973986 26.5160239,-81.9739653 26.5159796)",218833,7138710831,7138710831,764117205,,service,False,False,40.027,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9739653 26.5159796,-81.973986 26.5160239,-81.9739932 26.5160497,-81.9739869 26.5160909,-81.9739671 26.5161054,-81.9739193 26.516103,-81.9738886 26.5160885,-81.9738805 26.5160699,-81.9738905 26.5160272,-81.9739301 26.5159933,-81.9739653 26.5159796)",218834,7138710831,7138710831,764117205,,service,False,True,40.027,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9739653 26.5159796,-81.9740121 26.5159279,-81.9740527 26.5158578,-81.9740789 26.5158005,-81.974087 26.5157384,-81.9740969 26.5156456,-81.9741014 26.5155496,-81.974105 26.5154633,-81.9741149 26.5154302,-81.9741149 26.5152582,-81.9741149 26.5152222,-81.9740999 26.5150372,-81.9740949 26.5148762,-81.9740949 26.5148692,-81.9740659 26.5147802,-81.9739969 26.5147322,-81.9738549 26.5147102,-81.9734397 26.5147125)",218835,7138710831,8280940584,"[764117205, 11036326]",Sandy Key Lane,"['residential', 'service']",False,True,201.573,,,private,driveway,,,,,,,0.0
"LINESTRING (-81.9668639 26.5011085,-81.9665462 26.5007499)",218836,7144155186,7144155187,764757004,,service,False,False,50.887,,,,,,,,,,,290.8333333333333
"LINESTRING (-81.9665462 26.5007499,-81.9663577 26.5008955)",218837,7144155187,7308243175,159638463,McGregor Boulevard,primary,False,False,24.779,4,CR 867,,,45 mph,,,,,,381.0
"LINESTRING (-81.9665462 26.5007499,-81.9668639 26.5011085)",218838,7144155187,7144155186,764757004,,service,False,True,50.887,,,,,,,,,,,290.8333333333333
"LINESTRING (-81.9665462 26.5007499,-81.9666278 26.5006869,-81.966778 26.500571)",218839,7144155187,98073515,"[159638469, 159638463]",McGregor Boulevard,primary,False,True,30.46,4,CR 867,,,45 mph,,,,,,570.1666666666666
"LINESTRING (-81.966902 26.5004759,-81.966778 26.500571)",218840,7144155188,98073515,159638469,McGregor Boulevard,primary,False,False,16.251,4,CR 867,,,45 mph,,,,,,476.16666666666663
